Name	Assigned Name	Formula	Molecular Weight	RT [min]	A1	A2	A3	A4	A5	A6	B1	B2	B3	B4	B5	B6	C2	C4	C6	D1	D2	D3	D4	D5	D6
Compound572	Ephedrine	C10 H15 N O	165.11532	12.94	44388331.9629595	84135422.8291045	44537741.3978745	35539450.8382587	44096490.3189243	60742327.6456223	45285594.2697522	105380759.789044	88716656.6926529	62750831.0142671	66085930.7295953	108835059.633603	41888940.3131003	115161593.121601	78556367.954737	86917095.8805249	84729970.5665519	76147060.0545771	79634343.1824517	114703839.324627	61071722.1152903
Compound575	5-Chloro-1,2,4-thiadiazol-3-yl methyl sulfide	C3 H3 Cl N2 S2	165.94335	4.916	70605409.662632	43598997.9214843	37156658.4130828	52640616.4916888	87815701.9659495	47646569.8477331	92042147.7403142	79451105.3328202	67992463.8084035	54268611.1916435	102486346.251993	60247041.4296087	21204801.3536199	40385052.5485537	61212370.4854433	97808654.8453027	34849012.3584269	54143452.3895035	128395476.123729	28781453.871578	20614730.0243666
Compound578	5-Fluoro-3-methyl-1-benzothiophene	C9 H7 F S	166.02558	12.277	32968659.8726999	22847372.6138272	15828753.8547942	34455327.57661	32729342.3074614	1358904.2407324	12574863.157404	5438579.13759681	4445987.3933813	6576525.19389131	8310793.07064601	6318645.52090423	1129503.33099706	3033798.85815318	20794418.4658494	35014669.6886926	3370995.75411495	52069247.2293136	12508749.072479	2929083.88283355	5173816.84974421
Compound579	Heliotropic acid	C8 H6 O4	166.02659	20.493	29402994.6369556	366309764.000314	83085300.8326812	435173042.54762	10699154.4439537	280412580.173719	74917685.9090686	262168299.430229	140024627.805611	188500390.514439	80782547.1446315	143543751.935698	116007247.243368	214396062.981708	262816248.165915	143721940.969863	487871059.730648	56104675.0110697	136039450.639774	389964670.659712	177176260.228649
Compound583	1-Methylxanthine	C6 H6 N4 O2	166.04662	3.987	149474010.340259	537766276.559777	18535593.6015582	464136388.777518	249884861.141007	428570155.051907	23324611.6966642	38506229.0566491	26194652.4861261	193693259.652292	12808067.7066093	157320075.451549	401012262.358724	440444010.218284	236407993.061768	65977980.9619906	136973850.35767	71986377.07874	395517313.940097	161219793.314242	204262656.629073
Compound585	D-Xylonic acid	C5 H10 O6	166.04807	14.337	61463700.6545045	311022455.725057	22025519.1807807	157799013.469054	22130474.4581617	76970175.1363735	16157778.1777821	16426836.8134248	20426648.6463373	27514508.7891486	38392226.8570945	18009186.1758683	45195405.4699752	200765074.3392	309597997.552052	15639855.4529575	322662426.854923	35909222.7662223	21765182.1280927	318559197.795012	12352471.994249
Compound586	Desaminotyrosine	C9 H10 O3	166.06288	16.505	25862018.897427	5769155.99656116	8899523.82562865	14188097.1823935	31505641.5149873	29649991.5918851	18361525.9431897	13543765.4270108	30159641.5899395	25132931.5473255	38846796.0238832	20149464.1901725	13110109.8708809	10304818.7022848	9437124.2609231	24340639.2979607	10579827.3804651	11979081.1278071	17869103.9811512	9231533.82470737	13758977.1019159
Compound588	2-Mercaptobenzothiazole	C7 H5 N S2	166.98624	16.66	2018190514.89341	5024215582.35157	1511991338.46939	2453479932.82101	1950653998.43603	5133958578.78017	2475020866.2331	8990669129.83118	3205200820.03529	2828168388.40986	3341249424.87255	4685685312.93622	2797995290.30221	4884631120.25316	4478928461.57763	3540731394.666	4214671469.43845	3625876435.67007	2913997895.95219	5804595011.35862	6222629982.89211
Compound589	6-Chloro-5-methyl-1H-1,2,3-benzotriazole	C7 H6 Cl N3	167.02404	4.201	217756566.390919	639083711.894422	85105531.4992125	624710448.850187	184936364.632608	677469632.416605	229334346.919521	333175094.310485	183051167.51469	371773189.481003	157445188.620563	553482785.710277	459862551.541788	414251094.842148	510520191.055357	202829612.800397	645760532.646765	380433365.549956	6242836.25970716	670106174.357103	7499147.40290265
Compound590	Phenylephrine	C9 H13 N O2	167.09462	11.348	9865713.92581359	3672845.94624472	10286652.4745496	6071293.03210067	6689788.49238045	7150263.55058569	8221675.18044297	12178653.4357765	9998394.51648507	8342782.80697917	1329844.23382313	10339846.0056579	3668710.48650252	6472323.74015407	6729173.66340713	8648926.420987	6576028.28588777	19256951.5909485	4134313.50296205	8757446.75362215	9583782.17233283
Compound591	Inversine	C11 H21 N	167.16739	11.864	1254867.44419735	10734105.8593103	1436997.01665996	16363205.7353463	1158073.71902132	11381846.7925183	1019805.0093085	1309490.02080121	1113299.20786002	1151188.49980601	1613327.5488312	1258698.73295377	9885641.06128887	22697335.286045	22965201.5491936	1610071.35799332	37067808.4900975	1759848.72011133	1920942.58712536	21656848.2950704	1456449.48842498
Compound593	Uric acid	C5 H4 N4 O3	168.02718	5.944	91426878.5310416	3251937.76098156	73983002.4599111	10324725.8566725	119295913.774711	1130447.03279186	12892142.3908559	2586180.01151028	6989098.7902029	27264725.6201658	47434154.5187307	15010039.9661863	1913073.57380132	2515370.49730928	3559973.13663717	11752613.4661094	4636691.78631562	24959845.5125853	34883644.2396614	4505160.90387041	2869669.35822304
Compound595	6-amino-4-(3,4-dimethoxyphenyl)-2-thioxo-2H-thiine-5-carbonitrile	C14 H12 N2 O2 S2	168.03568	11.273	1112204.1498946	2106366.55167885	1173542.08095202	1807648.71941757	1030145.24058383	1799522.12759019	713470.958462091	1837248.74331119	76947297.1762836	731813.171293541	330471291.635617	883999.051020638	1486502.85791543	2014661.29513898	2200241.9204834	1866718.22174473	1779769.14618237	1200034.16012447	1190432.75877399	2024758.89628371	887998.962229951
Compound598	Pyridoxamine	C8 H12 N2 O2	168.08741	3.565	67175578.1425747	54126132.0160566	90480337.6845912	63673619.1399896	30243189.7176984	34119706.9705002	15807375.1438128	18915231.4681783	18865976.2559844	14089300.2270904	26314838.9872247	21616757.0462419	67260930.4975145	112620256.641583	90714981.5988607	44579812.8799377	31061348.9269305	103595894.806581	22181413.8001972	29374246.2545904	20003639.4387586
Compound599	2,2,5,5-tetramethyl-2,5-dihydro-1H-pyrrole-3-carboxamide	C9 H16 N2 O	168.12607	4.718	228408054.935348	403169845.522169	236895938.719429	236733359.325709	198545270.835932	366498382.341986	121670226.468699	64454498.344306	266106251.51007	354090273.83694	266828506.737452	84881632.3475052	31697865.7396062	83647422.9704597	69248084.8008097	114646766.613086	72003421.5529601	135252111.217053	76022742.9412081	135247754.976676	76074173.7417596
Compound606	5,6,7,8-Tetrahydro-4H-[1,2,5]oxadiazolo[3,4-c]azepin-4-one 1-oxide	C6 H7 N3 O3	169.04935	3.648	63231673.6429462	50123976.3953048	16500728.1262385	47742997.0547113	43830044.9366844	80247083.7295433	36582559.9488688	44531674.747661	40642273.282978	17222621.0976004	29789590.8266963	35938633.3611696	45630228.1772529	28364135.2109746	76966210.9659263	46094141.2218927	35164760.2685749	43562979.6274153	879361.22872434	23684860.6390265	635795.917989353
Compound610	alpha-Methyl-DL-histidine	C7 H11 N3 O2	169.08507	3.677	13602729.0805406	22602740.2892602	6048311.82233058	16811775.3128721	18800353.147535	18058382.8598337	2357930.2017164	20758170.0477857	12129671.9070969	12937666.1297309	6554261.26732976	27020783.340017	26204282.2898357	26042586.5313343	19900209.9497808	9037535.26140966	49969514.7613079	18533593.3601224	14124426.6685393	87269852.6393736	60886206.0450933
Compound611	5-Amino-1-(3-pentanyl)-1,2-dihydro-3H-pyrazol-3-one	C8 H15 N3 O	169.12151	13.144	1768571.35344092	13601406.8268777	1973826.46270208	2667431.69793958	1573530.34142842	2566651.73368547	3566753.15831657	22935803.2604453	26909153.4276784	1463207.61381335	4890329.77515412	1950633.15258192	1880252.05465566	2397643.83405978	2900295.43021074	26607783.1192792	2856539.40673262	2771922.99968147	5012211.36964433	3988760.50436801	1905931.514231
Compound616	2-(5-Amino-3-oxo-3,6-dihydro-1(2H)-pyrazinyl)acetamide	C3 H11 F N4 O3; C6 H10 N4 O2	170.08225	15.624	28803392.8123377	92390764.3593242	42912278.3682441	81845567.4965494	4644395.76419474	91197700.3643812	23735262.2591664	82416811.0857899	70336667.7048833	53222316.3562731	30278297.613393	47617144.079252	29854178.1992936	51302673.1608951	60865486.1303519	74808489.1791262	111460048.754302	31321801.7333338	80767977.1018328	41568095.8664375	85105115.0849062
Compound617	N-[2-(4-Piperidinyl)ethyl]acetamide	C9 H18 N2 O	170.14169	15.949	1368636383.32469	1034344440.18496	755367134.389319	349917175.17261	792002477.868831	1214203039.63563	132420954.036177	1228065806.79237	1257094423.48888	4484397111.50426	1052032683.90715	430447840.130688	224248766.719509	1680030889.51496	1018805907.24309	1392675903.84371	13515956460.2372	980504233.491767	959604456.082049	2100222417.63722	862732883.834762
Compound619	Dodecane	C12 H26	170.20267	15.442	933899.698798849	10035235.0073191	984523.424630648	1282201.28484398	812803.720499078	7685775.29258408	3571110.40865877	7338200.73024398	18202063.6362546	12513793.6263135	1247608.32283075	24911905.0788189	14963000.7508274	32295231.429582	27031906.8810575	12361390.1090165	33149332.4968965	1704286.50396937	18264031.9453309	2168348.59924665	20300387.415553
Compound622	Loratadine impurity H	C8 H13 N O3	171.08939	4.259	164581633.095025	401274900.633132	192481782.408787	305510058.843046	1322107243.05888	297093233.745949	591036909.06381	4706301203.07545	578568697.365564	435084192.769364	268005595.683281	986274967.060305	188804662.041813	169593492.496927	381132801.818493	326666676.343215	356884220.813534	481325085.008693	697824746.665005	283756427.217568	282994515.23399
Compound623	Gabapentin	C9 H17 N O2	171.12581	4.246	19649790.6753612	53405004.8658115	2217856.80316107	70301819.5188989	9603400.98998595	47588210.5207028	8005516.29023591	25455376.1007034	7914439.98927483	15384566.4959853	7850415.04190598	22041439.9580801	30873976.3933234	55537272.5458837	54037098.756047	11564903.4068337	103355178.468351	11727464.4175414	26801312.8327356	59588856.4210757	27887780.108428
Compound625	Methyl diisopropyl propionamide	C10 H21 N O	171.1622	18.903	34430284.616115	52484805.2970318	30780758.0935993	49389437.609553	7164769.7332103	251854714.594918	17720640.9522156	39350203.3367781	40532225.4960479	24206888.3434538	56876872.4174414	33186766.7929339	29518720.7758654	26169331.7610011	57145081.3624729	42370127.9795702	128875064.81885	27056640.4052542	53418951.5500641	27978630.33405	32742242.967829
Compound630	Glycerol 3-phosphate	C3 H9 O6 P	172.01253	3.905	198054879.210672	36196115.2733639	34820414.675156	29944965.8766419	105289196.853014	5882191.19511697	225542614.292333	230094929.020994	166591358.46301	156539779.33363	45557548.5236479	103416308.508465	5003368.93615776	13899263.2025741	36277456.2476521	15681802.359966	156423220.150141	106191079.688629	89590576.3909361	124485507.458028	180188087.66553
Compound634	(2,3-Difluorophenyl)acetic acid	C8 H6 F2 O2	172.03372	9.667	3677323.93573171	2935506.24226653	1963610.43041018	1834466.72855093	3089664.01094715	1968839.25803095	2494632.09543348	3279178.62355408	2401620.10337457	1513383.8159236	1083034.62532463	3499753.91340624	2340711.37230524	2265657.6696526	2299116.28584359	2264291.54626371	2206288.25431873	1554044.59876643	8075772.40780671	13101030.5220231	28212370.7616813
Compound638	N-(Acetylcarbamoyl)butanamide	C7 H12 N2 O3	172.08463	4.296	38108320.2362319	138893634.780107	36742932.9394392	97255489.5107774	78874131.0046934	136366338.932275	12311609.0764833	24762744.6497754	12661326.5427385	23812240.1205805	7849605.31981978	24369597.0301841	127907936.37734	93027553.1365132	90288277.8731738	15264462.3416601	19424141.976315	18400536.6438235	31164169.2759048	28544482.1969883	42392308.6017238
Compound639	3,5-Dimethyl-1-phenylpyrazole	C11 H12 N2	172.10319	15.883	323936519.765561	167408870.675272	409850305.488292	388022654.924546	121961557.059797	720708626.927939	772012892.498816	288013930.186878	189640524.655047	180663517.120044	596390331.710114	414452839.87482	472651020.627063	863551834.630713	983809136.397802	637444953.083446	650804681.952634	119801218.136879	493146877.320758	224562389.459515	180679200.622473
Compound642	Methyl (2Z)-(4-oxo-1,3-thiazolidin-2-ylidene)acetate	C6 H7 N O3 S	173.01463	11.704	5397789.42125142	23970258.2092637	16774093.9892069	13758405.8394609	7739407.86942143	13482173.2771608	3233096.87898738	16919407.2920353	9813175.67471234	10520025.50273	22081286.1069694	11392553.3342107	14298673.9674185	18323292.181364	34969432.2877784	27717307.8457619	11728974.279016	37006103.6110442	44722145.5446875	23619548.8502728	22479617.8046303
Compound645	2-Fluorohistidine	C6 H8 F N3 O2; C9 H7 N3 O; C2 H4 F N9; C6 H8 F N3 O2; C6 H8 F N3 O2; C6 H8 F N3 O2; C6 H11 N3 O S	173.06177	22.093	25104425.0942582	86379594.7147512	20760237.4041621	65404372.4861355	29281070.8378346	136274778.590767	51628343.7545552	177249588.755712	81077539.9074758	58214107.6714252	51471154.8089999	62752173.6376876	98199343.1736746	87224334.7654441	66809757.8236462	70914371.492043	77012732.1028367	56677704.2737059	70722721.2092931	94593696.2288602	95774284.1257685
Compound649	2-(Acetylamino)hexanoic acid	C8 H15 N O3	173.10409	13.832	346900738.365959	289012038.476077	98956699.9705392	100710306.263619	98321357.4050688	236086444.494668	180721616.228434	382778941.537574	283672293.143177	234389584.637772	226291096.143817	255441549.48082	136222614.113614	212889006.141976	494778787.979402	296439160.743551	89982611.679091	260520798.713696	10065622.5181048	125045062.796626	6917880.16202453
Compound650	N-Acetyl-L-leucine	C8 H15 N O3	173.10504	4.462	41157821.7895627	37175254.1338039	35080957.9834536	75500853.9093031	18961060.1435471	59500543.7057743	7199278.76399928	27810029.7039444	14732894.494823	19811302.2297382	5095397.63859997	30336901.5668511	103878074.89089	80768091.6523618	152074628.682427	28788033.5000495	36769041.4430157	32363702.5302381	30699263.5248464	14632888.0572067	14582073.2662958
Compound652	3-Azahepta-3,5-diene, 2-phenyl-	C12 H15 N	173.1203	14.3	331055187.038298	630786271.090126	236145683.752183	424013382.864625	455979969.038453	937895526.454303	515173882.004143	1608773911.55239	835895111.43733	236828569.258244	627496697.140815	667329462.688354	525486038.4096	613154945.142017	637247198.019019	453946838.479281	630774528.779422	369097138.113693	477170662.360816	517451936.979587	1518226459.3373
Compound655	Imagabalin	C9 H19 N O2	173.14151	4.782	1995354.81907976	83062344.2842595	18792573.2343724	118323432.782596	14632134.8143615	75803053.0825139	11912456.768872	8430315.10496589	10141757.4587837	8063793.81058612	7817691.63864235	9576691.50287656	22924202.2738916	61351199.4534731	71910993.7549399	13104028.3932011	48988009.4907591	8679286.14036172	15303613.0669753	83161382.6834026	16876134.0904863
Compound656	Methyl N,N-dimethylnorleucinate	C9 H19 N O2	173.14152	4.452	129472184.755122	150119509.776397	55005276.5199663	163591544.357368	97090085.8992853	143105845.55184	35727741.3298618	35615283.9072037	25323192.3188083	55147639.6844936	25204779.4299987	34365262.7236601	80500087.7242788	284650885.23459	147508440.97465	44358332.4156169	105673988.279085	50109420.2426609	46634901.6668271	117921531.957916	61881231.6979709
Compound667	4-Phenolsulfonic acid	C6 H6 O4 S	173.99759	11.019	25753233.7500047	52026416.6234179	26367173.6896047	22833241.4982395	6607192.71753631	17897921.7309328	10071092.8812917	17147036.9579615	37820218.7956742	10380369.5920548	161355124.248585	19122563.5526061	15240761.3767796	35611828.8128642	38009048.0627107	42950689.4276532	26846303.3641215	28840710.9651483	18115494.3214081	30313892.9235374	3809166.30151894
Compound668	Phenolic phosphate	C6 H7 O4 P	174.00821	19.018	3097229.98348789	177531112.022228	3273192.65861772	143371885.636188	2925309.38417176	99335042.9891452	4538600.87712413	3301630.4914559	2969615.41110285	2929757.46716913	3451352.22878508	3654282.21401168	62860470.5780332	130146691.360685	126907710.892695	4561391.93451899	165049444.159815	3365948.66170987	7442000.63188052	167566727.973544	3642232.81089794
Compound669	Phenylmethylsulfonyl fluoride	C7 H7 F O2 S	174.0153	4.364	142037891.391269	183449699.35283	43703704.6564012	47439941.1327218	109377456.574678	130909435.926424	49899866.7041924	164490565.010859	134494926.293435	17133384.4599539	62212973.9031875	107735810.203309	72566942.1805063	35295250.2075894	153062602.031433	177492588.354257	131486917.056146	122289186.395165	155401060.754741	79583218.1457022	109883502.783178
Compound675	1-Ethyl-6-hydroxy-4-methyltetrahydro-2(1H)-pyrimidinethione	C7 H14 N2 O S	174.08258	13.894	321980867.002074	263476939.073319	252374643.28426	224393082.043675	183820991.730211	279597055.381677	334046502.435171	380653650.854464	324291042.160847	251930163.924753	286981108.673943	386814656.230771	8064946.64685516	38114478.0024335	33078322.6802879	25885087.7216799	55850101.9041604	12520058.5734706	16325029.9167149	17581575.9124972	28588522.5835979
Compound676	Suberic acid	C8 H14 O4	174.08812	13.593	14479358.5939009	39110909.1877664	17239667.4513742	45481527.9162923	18024054.6927109	30028522.1053335	19106064.6764062	66737758.6138195	43524475.9415471	106609835.201968	24637587.4113882	28585776.9805924	19362858.7273682	33577023.689221	48457445.4334014	40890227.5114429	28981128.8264905	22909173.0416047	9670028.2497195	41434223.9365042	11448832.4214983
Compound677	L-Theanine	C7 H14 N2 O3	174.1003	4.39	69442319.4607497	137609650.996714	22858850.5628247	95131749.8890266	47245367.3248531	130806881.926103	18264965.0606041	42506177.3909739	20969037.154086	30068038.8188006	9615708.94317081	42396621.5728167	57421304.8572201	65174962.0554465	66018344.9768336	21640976.5543627	15452196.016525	11696845.9360011	25917648.2395571	10333461.9875701	15749723.2467981
Compound678	(2E)-6-Phenyl-2-hexenal	C12 H14 O	174.10425	18.57	28755455.2950914	61757622.0422828	21330735.780388	40653908.9483089	14047397.4951187	120943900.375928	20075415.9961471	33316466.4627676	24485084.7448355	40450682.400849	34751360.3855143	21685525.6930522	38354216.7475731	57824537.9705563	61408175.7138398	28013358.7064955	50661675.2092974	9537980.86057918	26072559.2135806	49135877.9743321	28904512.0029425
Compound680	L-Arginine	C6 H14 N4 O2	174.11153	3.7	208560931.013112	70664680.6482373	8032088.21278535	105308224.127468	52628609.7051328	54015782.9118732	4554401.77073256	24289569.9592105	8117318.80840881	71488533.0812295	5904828.09335464	89128972.3504499	63053768.2596421	157195544.122236	211410417.851433	14414281.4105858	37073150.3650013	60527639.9798042	20395694.3382225	90119606.2651007	61259624.3368496
Compound681	[(1E)-3,4-Dimethyl-1-pentenyl](fluoro)dimethylsilane	C9 H19 F Si	174.12451	16.128	1931944.16018762	32565077.4438899	9446655.10751664	48888327.9883338	4263699.46271764	29690476.2092771	4451029.4833529	17353356.0254312	2881062.35148907	2552438.17635092	10204683.1071076	2772925.03924781	19733777.3970938	45870485.3206124	90225731.2328733	4122543.35060829	51019446.9342367	5198971.36464284	5367178.82342152	41492831.3803495	7389431.11474631
Compound683	3-Heptene, 1-phenyl-	C13 H18	174.14068	25.283	10515596.9279796	40795373.1031669	8791874.46964441	43207228.4398948	2736091.08227095	15564615.1764869	6884046.0096632	61513005.2604577	5485454.14172337	90546626.3640383	7053563.41342313	119401984.426277	7655731.8297124	12169603.5981975	21435887.574666	9451812.91259477	99437662.9665711	20879754.4137222	11479378.4975376	107716209.079187	131076741.187712
Compound684	1-HEPTENYLBENZENE	C13 H18	174.14069	17.863	58718641.751805	31376218.8865314	16172588.2796595	20172931.9526304	7995864.0711895	361664730.932434	12134395.3664995	12636035.6588334	20772727.9130837	15509219.6934865	10836570.7450965	17488318.0376003	32201024.1008585	27916914.4757924	15206652.9244345	15791393.5055736	219912374.223985	19424764.8585532	21369644.8309706	51637144.3462139	11060516.9824927
Compound685	Folcisteine	C6 H9 N O3 S	175.03023	4.785	4146880.90240754	8258204.83129659	12107552.2827334	4388352.58260733	4931280.70193047	2537179.07155104	1888919.44777929	7261002.34278369	5624220.80743455	7377766.92642787	1829822.25502529	8537905.15435021	5615126.86244274	20521725.0033369	18213710.6097464	11283213.0886034	3937316.48656816	8481454.65147567	8278555.48401425	8910289.26035464	27558678.0587001
Compound686	7-Cyano-7-deazaguanine	C7 H5 N5 O	175.04881	14.543	2366004.10221844	47349540.6922503	5863648.60626893	48251293.4169686	2749623.70452579	65533946.7518535	2537628.9316424	3174138.60670834	3053406.09960131	4451333.92215616	3171813.04238068	8521699.45083049	38125463.0425792	52163002.8146906	46380042.2799226	3270042.61159649	72527514.4367645	5531684.49855302	5942779.40425436	106861332.550915	21465676.2485022
Compound688	L-Citrulline	; C6 H13 N3 O3;	175.0955	3.959	697560454.649323	53508448.1813845	16916422.2055879	62769641.4057465	56467149.938608	70940818.5924123	25459487.9219879	40350835.5552003	13564391.0351574	32211807.3899074	23528866.791704	64774810.4755452	80697562.3519179	63897182.0156461	123390903.320781	98887453.135055	130903597.082492	86356927.4948361	123131119.557229	106934556.874087	95407415.4642878
Compound689	Citrulline	C6 H13 N3 O3	175.09557	4.377	105805380.022677	28114984.3261461	13585224.7394348	34519430.3147867	62562379.4892211	41517342.8936343	23563339.5769481	41567136.5081678	22261168.1625835	24211881.5440343	10810791.3381032	37258860.1636518	32538761.1594515	22293067.7034519	79755010.4374688	65206523.3516019	32779278.4596527	40017449.7877086	58109306.2657275	30518964.3333671	32230075.8116542
Compound690	tert-Butyl (2-hydroxyethyl)methylcarbamate	C8 H17 N O3	175.12051	4.297	210566585.019306	950133039.58154	171414221.126657	1688486886.87892	251079399.217546	978030206.254688	108219857.227322	121158931.506015	119885821.25655	72694081.5165683	112044311.93691	127336852.374892	381261058.266937	2296966822.71494	995548571.917604	15725863.5438735	1372613445.42615	72586182.3329879	13963478.88337	684264328.838827	79048396.4171833
Compound691	N-Boc-DL-2-amino-1-propanol	C8 H17 N O3	175.12064	4.039	174665021.380399	20430595.4917034	130041130.668275	11084996.1282747	422268935.16227	8996599.47989016	82043816.3749223	59141881.7198529	122923584.199002	15013767.0776891	110532968.100632	11341223.8593006	5197921.70275322	5755609.97193655	10170906.4347652	280609287.237463	72855756.1354333	356757612.582095	300756985.075159	64741629.8609643	77131374.496311
Compound696	Vitamin C	C6 H7 F2 N2 P; C6 H8 O6	176.03195	6.04	53714144.1384167	288997450.765784	3321873.84384629	308776673.67301	61050976.883819	539711346.447962	1437053992.53402	1850339307.50764	33160519.1192894	1204636750.46617	5474887.12256005	1250807906.28194	8603256.76887578	5673381.81335165	130055745.393372	706074101.949273	467881934.705959	1547443660.61176	575135221.770427	379696690.459561	50218986.4803614
Compound697	Allantoic acid	C4 H8 N4 O4	176.05369	3.451	24704527.3901151	8450629.58546989	46648433.7781369	13493696.4245818	12838004.3945498	8383556.63580743	9437088.16655442	3638685.82529877	6125681.95372968	2559623.93599701	8163654.98451652	5195312.26372244	18715908.3831008	18730918.0367159	16684244.3206087	20598002.0861408	9643797.23696635	20432955.6782826	14336930.6295072	7119652.64945992	6817608.85824257
Compound698	Gly-Thr	C8 H17 P S; C7 H13 F N2 S; C6 H12 N2 O4	176.07934	4.146	38365770.1638759	143376328.311248	33588615.1787005	93912353.6821701	26721360.2541907	93361783.1059953	17440704.3934089	33754829.2153217	15096503.622978	43329832.7282589	12253269.6804982	53860184.0147698	80327153.8134376	76595387.4561759	47970477.9392321	38430213.3339595	19517067.0169528	21974173.965225	29288598.1426523	18944307.1078315	18070738.3279155
Compound699	L-Cladinpyranose	C8 H16 O4	176.10452	14.244	69457455.8731256	5453142.94074389	17402006.3825669	4656675.45293598	56704468.2625307	4648100.90414234	2752289.26019053	3557302.76025761	3337873.76383856	3170983.86716144	3410872.38186695	3329719.14381601	2889145.54408755	4483574.34917603	5077537.00135619	4971077.0332816	6747880.69281178	4317322.53452395	3590094.45432941	4140443.89511669	3064070.25970929
Compound701	Sedanolide	C12 H18 O2	176.11993	14.813	121999625.616738	17012772.4657251	6016940.54805946	20597282.4040854	74287753.7031827	16205241.0721189	10248781.8898025	12182544.906303	14229069.7561261	7457878.74983219	2900719.01113216	9832402.65610318	13016150.5534692	24052743.4157459	34412808.6205404	83148568.3276432	29926303.0697884	27927276.852537	62711498.5975055	24074832.9629926	80903251.224556
Compound703	Heptylbenzene	C13 H20	176.15639	25.31	7608302.29144098	43369035.8426223	7022950.81490036	26355731.0270665	2998990.16505575	7916995.67088099	2065489.58792434	56059056.423252	3720625.08576551	69608073.5367911	3563765.78237318	75489942.6009884	3422798.89035087	3964029.88627037	6773648.40750591	2940120.8485166	80596133.2301279	4247784.11628613	3676791.469149	66546120.892509	98453752.8216587
Compound707	Sulforaphane	C6 H11 N O S2	177.02789	15.545	353052036.338607	295984469.805126	247261901.228076	288850346.414411	5806161.26577072	388108583.467327	295826720.923059	512624236.87347	240489879.091321	214847401.795985	331744121.497322	367040445.739728	245071112.691894	402456081.744491	452273845.064417	452916495.679239	419752725.355895	264326716.914476	311013607.157343	292696092.432419	450567008.19357
Compound709	7-methyl-3-nitroimidazo[1,2-a]pyridine	C8 H7 N3 O2	177.05127	3.68	206488109.431385	147982512.249535	118000557.755401	191127611.043311	98971573.2823082	147528453.122217	31118609.7328509	50483636.4479421	32441333.4023303	92454152.4567646	36843679.140959	110360054.593402	127248396.292614	142735044.583776	73244351.8807798	62143348.8958868	101056634.300243	126890734.720347	48452316.66885	101181005.514097	97543477.4516123
Compound710	Phenmetrazine	C11 H15 N O	177.11525	10.72	86361186.9658137	56521932.4535474	101820104.184507	69837705.557238	127413682.611392	72988349.9019672	124771433.163676	137702678.161625	95011928.9047617	141115619.312718	103088367.785164	107464763.628824	127041736.130805	84665491.9740581	69251094.9084904	96823176.9173639	70490286.9714957	123408259.365299	102934651.340925	101504758.593998	140427926.691352
Compound711	Bethanidine	C10 H15 N3	177.12643	11.28	23236636.5881969	6604083.34018485	11242151.3793688	49688859.9276895	30041561.2097115	10415076.1478076	8442041.89888082	6764228.35715545	25484218.61495	18109309.5179471	28831879.2486501	15152237.318219	12396264.2018078	12876991.1979672	10339448.3857004	8453739.37168883	14736402.6651463	13028729.9162662	37173860.8741151	31664556.0370537	9238980.98594527
Compound715	2,3,5,6-TETRAFLUORO-P-XYLENE	C8 H6 F4	178.04099	4.309	64150600.9254716	146839123.903677	22083504.8994911	147715798.416286	114097378.000555	221223732.52543	50647922.8791048	209330129.046431	16962076.0328895	340128984.046258	6382532.57006828	479386720.010096	15849890.2614502	8048445.80802666	21520943.4515889	17723265.1129013	231670686.33159	46438642.3422813	54764757.2875917	253343223.933317	153609405.743941
Compound716	Cysteinylglycine	C5 H10 N2 O3 S	178.04103	6.345	81626390.663557	229888822.201948	24871351.6521627	154593915.52627	77408715.5890783	140948778.799035	73278235.4341166	224934597.092964	32176916.4099801	198507277.477672	18110054.5875776	294327947.44795	17190425.497542	10282821.9739918	24661923.6115373	12861119.6457144	124010419.898692	79614092.6631131	81426336.5539761	120197480.626593	49306001.4547174
Compound719	2-Amino-4,5,6,7-tetrahydro-1-benzothiophene-3-carbonitrile	C9 H10 N2 S	178.05626	13.552	9354071.90381493	22972690.7802847	9592249.64772781	13047070.5658419	15348662.7474512	24205497.9398257	12340299.9727002	41085964.1668243	38103402.1538538	22292882.7910902	22369970.1588451	30508451.6558128	15304679.8459484	20044043.7172405	23510816.2855669	20603359.2797031	17263152.7474966	22950257.2321778	22031343.7193943	24396145.4274651	42509003.4632011
Compound721	N,N-Dimethyl-N'-benzylethylenediamine	C11 H18 N2	178.14688	13.413	14353796.5265343	29176164.6599882	14343313.2984055	28168859.4839553	14950001.9083189	72930772.0951311	23142940.6783115	49829906.1636867	54641856.7611131	29037182.6651741	56944340.1153606	37976189.1102137	32437271.4490579	45911487.2439808	69725595.4974792	35988635.088443	40619543.5768028	41638404.4417781	35889568.6964364	40760055.8200758	35468553.7668226
Compound725	5-Fluoroindole-2-carboxylic acid	C9 H6 F N O2	179.03794	35.284	845128704.236301	654483467.069842	758594182.888173	605185227.779944	597452311.998837	801255658.29771	869202239.105313	959185290.379263	830697240.188061	707554637.008819	869797537.222993	612088021.782723	583279692.810741	466045533.234063	889652080.035093	1134171855.03555	575904733.278314	624098672.014716	985088896.059778	1234365527.48986	785612584.897429
