Name	Assigned Name	Formula	Molecular Weight	RT [min]	A1	A2	A3	A4	A5	A6	B1	B2	B3	B4	B5	B6	C2	C4	C6	D1	D2	D3	D4	D5	D6
Compound2233	2-Hydroxy-3-isobutyl-9,10-dimethoxy-1,2,3,4,6,7-hexahydro-11bH-benzo(a)quinolizine	C19 H29 N O3	319.21414	14.395	5262100.1543481	109282068.4202	6957566.11477956	124267017.39657	4646849.71564783	102525838.34411	10379672.6684103	13719315.9684235	13040886.546511	8737725.09362248	18540405.6621369	15217203.6743201	68871449.9079873	179693119.739249	133454499.86306	13124551.3176777	151508024.198729	14432101.8527271	26195362.0097394	148001563.060614	25164087.7698245
Compound2234	Myristyl nicotinate	C20 H33 N O2	319.25041	24.041	31096220.5104074	72024013.3176598	14450234.9421053	46052567.394544	23245603.0063859	83898326.3581515	92792424.3147359	147609821.15286	93329402.9983872	79804190.5182864	113240312.718692	87773492.0852064	78961038.2458281	64656119.8083294	74244118.8545278	64279578.030444	6139093.78661184	51825156.0838051	21767227.4718543	44479869.165998	64577036.1519393
Compound2235	(17E)-17-(Methoxyimino)androstan-3-ol	C20 H33 N O2	319.25052	17.384	713849812.120288	1691669914.96953	413082934.046174	1375054555.79774	604469362.089618	2714372686.7068	973378556.919355	3046807924.02391	1734321577.08758	1556635231.86866	1086800760.68494	2160734001.70841	1486143364.35946	1063983746.75386	1455457213.59568	852959697.874492	118911319.320366	686753041.418224	1100009921.36927	569427332.563025	1757700954.40219
Compound2236	2-(1-Oxohexadecyl)-5-methylpyrrole	C21 H37 N O	319.28697	19.339	4244362.37097889	25352371.4546858	9888827.21673849	20848618.3960603	10642086.749874	25817661.4506763	2852455.80709225	44367719.8616031	25235652.0381771	18523362.1570229	3694568.42785711	20583779.8474879	6033161.27148745	17712454.0461172	16995788.1983891	2815807.51933842	3475286.86048937	10009854.7763502	47390634.9203207	4611065.01199394	14744230.1763736
Compound2237	3-Aminopregnan-1-ol	C21 H37 N O	319.287	19.1	12657852.3961103	27782246.4803448	9888827.21673849	14735750.2000049	10642086.749874	19922846.1008635	8795919.70164373	5922592.38165042	25235652.0381771	11195465.7740717	38397573.4691235	11919015.6969777	14757793.9138571	17712454.0461172	16995788.1983891	24883681.7516439	4984326.32667854	10009854.7763502	47390634.9203207	5752325.11611382	9401886.44014604
Compound2239	N-(4-Chlorobenzyl)-N'-[3-(1H-imidazol-1-yl)propyl]ethanediamide	C15 H17 Cl N4 O2	320.10277	13.304	2266493.72867928	55721416.2872076	1173908.74811546	63466080.4555856	2727684.20034578	62938642.2720654	4930932.24861639	5040276.19933593	10218549.6479231	3100523.04466643	6038686.75450496	10591608.6861427	21663693.3049748	61737501.7494462	47908541.915662	15333496.2283867	61817442.2481485	21045399.4482385	5086747.69433112	65311739.1145503	2112224.28403781
Compound2240	Ethylenediamine-N,N'-diacetic-N,N'-dipropionic acid	C12 H20 N2 O8	320.12318	5.03	2413036.52713661	35950938.0387034	2784436.84347628	14483085.3948928	2617934.4843407	78049296.7915016	7888870.880832	24503802.0206579	14430355.0443128	11166132.0051805	20150269.198348	6665498.05926312	56097324.398751	122842570.388655	158825941.243124	11655474.1343567	120316353.68523	6950002.72789208	26306745.5122811	105008550.164233	5144048.62613663
Compound2241	methyl 2-(1,3,5-trihydroxy-4a-methyl-8-oxo-decahydronaphthalen-2-yl)prop-2-enoate	C15 H22 O6	320.12319	4.828	29995802.7529104	159943402.723988	2784436.84347628	108511965.943904	2068511.01691188	95872576.7657437	8476542.83108193	24503802.0206579	11918255.8240213	11166132.0051805	4451418.65803897	2041640.23834071	46319323.6721805	8667345.13511093	158825941.243124	11655474.1343567	120316353.68523	6950002.72789208	17220869.3627383	105008550.164233	5144048.62613663
Compound2242	3-Benzhydryl-1,5-dimethyl-3,7-diaza-bicyclo[3.3.1]nonane	C22 H28 N2	320.22504	18.445	22534138.8592049	113305200.310864	22128977.38119	70307258.8857211	35632301.0441214	132694168.551886	38083755.7100018	117116765.193584	73897241.4909791	65225760.7428189	80152898.8025127	62631852.9251265	77796669.9854301	80581419.0095894	69406220.2597792	35702835.4873845	62499669.3709304	31068308.6576172	51742730.0782049	76632333.9882667	78370911.9932104
Compound2246	S-methylglutathione	C11 H19 N3 O6 S	321.09877	8.58	23423074.8680945	136883201.671751	3211143.96370226	9115780.66917704	6725045.09724286	9539793.12890724	3780598.54336742	11886505.2522367	5975488.63553289	10058344.3124486	7894180.54908702	14449423.9912685	1149924.40342583	1782818.62830893	1050991.99202387	3911698.68337997	7262083.46403513	14821563.0627853	10814831.4728335	6219697.2298742	3103255.84251567
Compound2250	1-(2-Methoxyphenyl)-3-(2,2,6,6-tetramethyl-4-piperidinyl)thiourea	C17 H27 N3 O S	321.18603	4.966	1419842.12308857	6960025.64879172	1043140.23945326	7224086.27443118	902837.281921599	9464290.65591054	471145.34416857	935617.845814116	720700.987133707	903537.528497926	2168187.32108394	1484437.17446764	39815778.4656235	68731776.9569778	61996507.0215671	2049553.96768921	48144013.6504764	1543541.03319939	4807468.79400673	64044325.8649405	4998953.51109717
Compound2255	(5S,8R)-8-Hydroxy-3-methoxy-2-methyl-5-octyl-5,6,7,8-tetrahydro-4(1H)-quinolinone	C19 H31 N O3	321.22994	19.869	32031510.6222479	233348613.776061	20905292.4201569	500083882.789839	10166471.7124647	267746722.000324	166529009.609089	349192301.304069	250381357.578055	195117623.15004	72036730.0308669	290748949.229114	103278691.1456	297807931.873326	354988860.072138	233661732.05781	342134867.190441	162189763.915191	89355733.7845578	132270807.815905	275177854.932779
Compound2263	Ethyl 4-[4-(2-thienyl)-1,3-thiazol-2-yl]-1-piperazinecarboxylate	C14 H17 N3 O2 S2	323.07566	16.636	45733666.5627453	155632883.942067	54216634.4620996	65827013.3714241	39661042.1978797	85092526.9846155	46707571.9609386	161875790.809723	140160025.283621	88442784.1095193	116335604.392266	88996180.6712948	47681883.8996184	171647862.355796	109470322.377301	120031241.831195	92722824.801579	124066758.461168	87502451.9073503	201166442.73873	97821990.5585448
Compound2267	MFCD00674434	C20 H37 N O2	323.28161	25.362	243508040.90283	658162631.961382	173331084.405875	392411769.024391	160985650.361415	447123584.385198	218035401.6443	1057224498.58718	376638418.247228	391330498.714829	241864812.320782	826702596.285713	143039990.445059	140536360.137644	126017776.866028	153542449.203997	532967908.492409	121349161.771131	184649508.55091	538493778.475234	543098096.463109
Compound2280	N-[2-(Methylsulfanyl)phenyl]-2-(5-phenyl-2H-tetrazol-2-yl)acetamide	C11 H18 F6 N O P; C16 H15 N5 O S	325.10273	4.182	121194297.363946	157541124.289181	16821240.0606971	156024154.01297	120171666.530862	176337338.943775	142825566.211292	115450259.748103	93896547.1981299	84171589.0842986	73563642.8300098	142506154.651182	52285800.593066	101048703.752958	198068885.569979	59405350.6448539	48698790.5175262	135786913.622665	10250067.3205464	63487079.5259502	4322198.70332381
Compound2281	N,N-Diethyl-2-(8-methyl-1,2,3a,4,5,6-hexahydro-3H-pyrazino[3,2,1-jk]carbazol-3-yl)ethanamine	C21 H31 N3	325.25102	18.531	4861952.48250964	6703225.14632748	4770464.22651146	10744435.37061	5717798.44853039	40947899.2531538	11585662.1235116	35600705.4267753	5656455.21251047	5387892.90883616	5877700.19744931	12912765.534392	10833469.1834846	8190538.33823393	36147021.0661813	5672813.37806985	19688421.7528938	12173683.1976153	24514761.6890911	12162796.0675515	35800851.0741711
Compound2283	Oleoylethanolamide	C20 H39 N O2	325.29733	27.595	315549963.783781	187807424.11635	161201840.908676	343028261.167693	352616485.690081	487159182.565693	565550197.256691	81355768.5480505	116431134.905763	120945879.860067	290064650.717519	424598980.913093	49002356.3787512	43248546.0692908	73907544.4501653	315627205.667045	229688278.280026	126979300.882588	141124303.350402	194825713.538411	216364318.798392
Compound2286	Didecyldimethylammonium	C22 H47 N	325.36989	26.458	112931864.565685	12140655.5411304	52272962.8993759	35108003.0864711	307138290.930946	29517562.3585869	92955962.6716721	17080187.6986163	45060883.8871358	29788128.2805265	32889995.0740696	20008777.1447312	15344673.0141275	20614585.5964315	14182600.1097628	32700147.8286796	20962844.9761866	25739883.6608342	14782893.8791619	14351038.398866	11531398.4773506
Compound2290	MFCD00026548	C22 H47 N	325.3702	21.798	5610947.07035236	7717373.5960468	14284087.4987035	39902770.8050618	5327596.84479634	9236675.84561866	10603902.3830732	13869045.2685436	9727645.15414078	2748729.43330682	17774085.7202021	3402686.37753657	7896617.58066245	3888530.57976353	3707040.75874425	3462582.05078155	3297974.52330666	4171470.99579733	3446683.68979104	3360310.50557209	10153688.4097701
Compound2291	4-Amino-4-deoxy-5-(1,2-dihydroxyethyl)-N-7H-purin-6-ylpentopyranosylamine	C12 H18 N6 O5	326.13261	3.628	109941801.501297	101911283.20161	31528250.5451939	103303208.940916	94209953.2347863	106924457.235935	66447548.0852641	95341743.3989156	76207154.1314746	119492531.447501	69379196.3898249	103097727.185621	58385754.2306325	36316922.4961181	42392225.781609	57824800.2712838	44697217.1067779	48141249.8687038	435631.587802205	41467272.9610503	314970.431063532
Compound2293	4-Dodecylbenzenesulfonic acid	C18 H30 O3 S	326.19151	0.21	79769.8667420932	89112.4241783375	7069950.49402054	174900.416238343	11048983.6340479	142097.757947245	125165.339512417	86789.9090155802	20263708.3189181	92845.6303610253	21738883.3603915	93906.5205106827	130591.873055851	99703.4689331589	18646436.9641684	89146.6544837541	15716980.0871043	110199.872324993	116782.829576679	31320952.2407468	173994.161799546
Compound2294	NP-009373	C20 H26 N2 O2	326.19345	11.583	47646707.9317629	613747765.657906	21193098.1511786	573777535.405914	28929714.0547599	615149347.957917	32897480.7014759	109587150.104717	41307760.5876423	34782252.8970591	53805341.8492729	28604146.2925027	249394780.672888	486010379.183743	844520010.633444	50697386.4808736	520779050.283378	26939632.5363499	124961648.286593	723735184.042961	33715771.7974757
Compound2297	Promegestone	C22 H30 O2	326.22405	22.816	2022283.78405555	6644488.12991274	2161448.27864293	8009157.16608213	3999180.37746003	18320057.4988709	6900816.81849815	15514262.5413618	13243802.1798129	4715755.66068754	12399665.2291918	9912703.38462278	7444822.04922482	8254728.70959011	13447606.053925	6781364.62458684	8059657.92335625	7391935.45118187	9427026.70307166	15945019.0547435	6907709.50972096
Compound2299	2-Triisobutylsilyloxyoct-3-ene	C20 H42 O Si	326.30077	25.451	44630032.8416368	78496461.7538404	45839786.7612472	97599454.4256589	31874175.131738	92830965.5465146	58558218.4131018	91036387.8192515	58340016.6960521	80464049.9247326	65100049.0400072	126269216.733237	38874565.3634268	21782493.2216869	28016631.6287648	32677576.0861346	144261464.192075	31180000.3030553	29518024.3264236	94009353.5356477	47939496.6101942
Compound2309	Stearoyl ethanolamide	C20 H41 N O2	327.31296	35.609	12397450.1773331	106597669.83158	12794443.6975286	11166600.3560565	15522387.94287	33534381.7204409	19258100.1629383	73839502.3305702	27929674.840855	33045367.316567	53959552.8072065	54140088.5628781	26285481.0333211	107698609.065612	20752661.8565551	56234220.7128346	279222436.719984	99572812.2260027	49306664.9375394	120205318.659119	45260570.1796782
Compound2317	Spiculisporic acid	C17 H28 O6	328.18724	35.208	15368217.6975433	390578800.928903	35798431.0996365	51132694.2587523	19366205.6447117	68095551.6797594	33834178.0407081	85324161.0156906	31655874.2802292	20395256.8408618	368385064.919913	25454892.9077992	16672271.1799633	143018610.816444	35694799.2147618	61745603.1426351	562937568.465225	42077725.1043813	276950462.001779	89607796.0429454	20036821.4736841
Compound2320	Retinyl acetate	C15 H32 N6 S; C22 H32 O2; C22 H32 O2	328.24049	24.524	581979730.46653	284500293.363064	281404101.429237	150141552.623705	119404792.702084	198916945.023422	109737971.823488	167016255.418222	189911946.778157	278964712.014716	221123711.901253	197011073.663488	283130937.445522	209892259.628693	213132646.668034	252717105.374822	117268935.435483	353940393.519225	138293210.523494	71955635.3797825	316535019.664351
Compound2321	1,4-dihydroxyheptadec-16-en-2-yl acetate	C19 H36 O4	328.26075	23.538	8426562.84205523	77976041.2093879	27837812.3460424	25257963.0655391	18538288.2911539	28334578.7378405	19131730.8271166	16921488.5256497	14926141.0175055	44149138.2513798	16155809.5269137	19826522.1662507	17156003.4640546	21648098.6758198	485797067.521212	24823548.727281	47028517.7675576	18619640.8324691	11920831.2528948	20546431.7979985	18081254.3821103
Compound2323	Tetradecyl tert-butyldimethylsilyl ether	C20 H44 O Si	328.31655	35.57	6765798.19792578	8312850.59346802	126428318.876258	4185900.20309412	2952500.6219319	2759857.89968898	1278355.80849108	39211715.267525	10342408.8139289	4607406.95264863	10112578.1008538	21607061.8150085	11239695.0467754	47641463.1307623	30540127.9560413	5411448.58277394	89824182.7891437	20140201.0389096	8472568.1692602	48003095.3090322	15664526.1009956
Compound2328	5-Hexyl-2-(2,3-O-isopropylidenepentofuranosyl)-1,2-oxazolidine	C17 H31 N O5	329.21973	12.996	1794174.13048928	26302470.7908757	1610117.84371144	56481918.0584204	1600311.55665621	58464102.3746929	1326719.95158296	1502938.34804559	1608083.05923267	1518381.36065605	2033122.85556329	2442514.07334295	28379038.1852447	114791616.225341	58298050.7535142	3367218.32200726	53880635.0270964	2086545.95574296	2024255.51773093	72266349.0730755	8901515.90223152
Compound2329	N-Methyl-N-[3-(trifluoromethyl)benzyl]-1-decanamine	C19 H30 F3 N	329.23473	15.331	5386175.0399433	14119300.3493731	6737514.06603645	10686211.8485661	4596468.00210113	24982090.7686479	9685963.1639111	28416729.9341586	21379638.1810861	13422985.8998622	17320048.1200084	22793451.8264267	15616365.5704006	19808046.495505	25035740.3066228	16645234.3516597	22244915.91857	16825635.1362487	17785744.407975	33985786.5103102	25032969.9214818
Compound2331	Hexafluoropropylene oxide dimer acid	C6 H F11 O3	329.97578	16.91	40167740.8611487	4600016.08613014	41043728.2365439	4840987.85106134	23543449.9392381	5237142.68973864	16170778.8591499	4014183.65019949	151052934.087145	4054323.2390069	177009332.261104	4451305.3256699	3936145.40395072	5172508.16206399	5244527.88002346	133809703.459662	4807692.44148659	283683648.711793	709169284.455426	5583629.15338095	5260944.27111003
Compound2334	2-Hydroxy-N-{2-[2-(1H-imidazol-5-yl)ethyl]-5-methyl-3-oxo-1,2-oxazolidin-4-yl}benzamide	C16 H18 N4 O4	330.13179	13.989	17612308.3110766	314310193.387617	19968120.1498197	392633885.830145	15176122.4121091	654006969.922958	5760494.40520862	74617059.3297723	25921712.5844393	13317721.1814799	69468884.9179814	7899252.31616929	181473653.289306	730546809.670586	383612879.090558	19738029.412417	707087159.438833	4571540.91580582	6686681.31110707	392200629.920626	20417948.0834953
Compound2335	(1E)-5-Isopropenyl-2-methyl-2-cyclohexen-1-one (2,4-dinitrophenyl)hydrazone	C16 H18 N4 O4	330.13182	13.293	51453046.322826	676352828.282576	25037601.2699457	810428418.180728	27044658.7921885	730924877.769097	134945595.773438	157847963.528559	168719303.57104	166995820.541936	116175164.509635	174515475.449845	460871710.145625	974531732.322707	867401705.719913	175561494.286153	915384985.51038	193205273.236404	14527138.6660447	897695560.946721	3639687.50602869
Compound2336	2,4-Bis(2-phenyl-2-propanyl)phenol	C24 H26 O	330.19783	15.167	630544.420737944	1504701.94902385	778653.250036906	1075022.79511118	779350.626112665	1107304.16346869	640324.102939873	3543812.35764091	751228.686014591	3247125.33374323	1194561.29026468	1580388.45344481	981046.934977874	1228135.88373732	1863064.20419305	1201373.46065027	3031125.78048294	1622615.33968714	11753530.2486908	2022846.35880497	30749560.3994584
Compound2339	CY1203055	C23 H26 N2	330.20891	36.189	7283496.77623163	18058657.9172835	3807316.72091043	5782318.09603821	5196428.02349256	50756192.3100531	24562562.8964046	27556232.577266	18321947.2924453	12573462.818186	8119044.96648438	11097389.667249	4082075.99496099	21521054.2167132	9098751.21140646	11100498.7738223	19510125.3594794	54387706.9987264	4427492.99240932	17787068.0376887	13890446.9081458
Compound2340	Leucomalachite green	C23 H26 N2	330.20927	15.932	5276892561.64673	23265354690.8647	2387590039.49657	8677630611.94227	5128657004.79014	18825292889.9348	7576077575.9589	29045212673.0803	17934752552.853	10110165587.0709	10559023803.601	14936063818.9435	10617009501.0455	15605919477.6264	14854554647.6392	11645351968.7492	13595826830.7084	8496369206.89306	11164237118.245	16195090378.233	23936043019.5293
Compound2343	(15Z)-9,12,13-Trihydroxy-15-octadecenoic acid	C18 H34 O5	330.24098	16.643	6164094.30603159	7181949.02033924	5160863.27103713	1943810.66158768	1456151.71664421	7866655.91368613	2306760.33521449	5346043.66258371	4973392.22874903	7055092.87926337	4325844.44446975	7466140.55435337	3319739.64706371	6894845.75510488	5882414.35588805	1759275.4118433	9096222.88791551	4067616.60153465	10377984.0990934	16241849.8909251	65963039.7300482
Compound2345	(1E)-N-(1-Benzyl-4-piperidinyl)-2-(1H-indol-3-yl)ethanimine	C22 H25 N3	331.20508	15.669	9335506.02900634	45261860.0662958	6841868.13201821	29936914.8851479	5605740.80806561	41096481.5497805	10355472.5261784	36149535.6694762	28785207.3163455	19634857.3953212	41817708.5629128	34284421.6947069	26474744.7687454	33382610.4900178	19334456.25045	8495879.91169676	40527709.5955835	6126779.5570377	11535256.5622732	35082113.4014163	27207820.1318007
Compound2349	N,N-Dimethylpregnan-3-amine	C23 H41 N	331.32298	21.985	233020049.563649	117138544.56948	52198016.5083794	270084042.324187	69328289.0260325	106933943.174413	209569834.27349	1134083915.234	68959340.1224117	44777718.6296731	87321397.6641206	58682343.938583	48198583.8229187	41884345.9925315	65680966.5996584	56402214.5669061	84965841.2525974	59811764.8682496	36858334.3370356	200835171.382373	2114236518.63875
Compound2359	9-Methoxy-11a,13a-dimethyloctadecahydro-2H-phenanthro[2,1-b]azepin-2-one	C21 H35 N O2	333.26605	17.918	58478990.6415282	223504346.638961	45738897.0599615	170509128.598444	61662129.400067	273653456.333129	96602890.4467196	336810169.177159	197595675.570425	161271696.442355	156631323.554504	223123888.90616	169064561.292784	177786487.269531	196001963.370443	106790645.296488	19550335.625744	53848807.3137681	114610050.441087	9844259.52254367	38512312.0554712
Compound2365	2,6-Di(2-furyl)-4,4-dimethyl-3,5-dinitropiperidine	C15 H17 N3 O6	335.1121	19.098	3229638.16226733	20157313.1601375	18558022.3359177	16864402.3980533	24411561.4096051	174165151.937442	6352583.88982695	126844416.658425	77323142.306995	63133923.4232736	102175650.446499	43276496.8309815	53522599.6416316	89176533.380942	74506632.949022	99827300.8966998	117058886.08171	52130262.2593896	125863302.141485	99881931.5108362	155194046.459555
Compound2368	norpipanone	C23 H29 N O	335.22426	16.311	23633918.2367163	57858031.7357858	10915873.4001057	34588481.0658439	23087436.3871967	78073444.6759075	30564166.5754267	91479982.8787109	65298607.4792024	33821748.8190282	47054660.2643166	55260346.1893566	26249455.6187877	41650997.4186208	31792240.2775823	18772529.6513652	29784702.020178	34491360.91917	22897743.2108352	69970226.1478486	51760912.4464592
Compound2369	N,N-Dioctyl-2-furamide	C21 H37 N O2	335.28182	22.971	11237540.0168225	9162722.82446068	2621413.97308376	9757042.98367386	5634714.92870071	4098836.72533101	5673310.8916875	18807578.8967432	3838031.48960888	3479024.11001836	3685039.11902911	4566264.76244143	10021272.4027989	32666406.8149498	24635039.9845232	18361184.7070172	19477329.8085243	17135328.7513144	3059520.0159201	18054725.4643616	31560986.0159437
Compound2370	2-Oxazoline, 4,4-dimethyl-2-(heptadec-8-enyl)-	C22 H41 N O	335.31813	27.204	9201740.26619211	27707858.5438567	5866358.31036053	6715019.4251564	17968719.8065295	22801306.5653498	12227245.325114	83582878.7929869	30126561.6342674	19201464.2125406	7617266.86950638	19817422.4966244	11733007.4735701	9267991.80287067	7849296.00808235	9059997.04707414	14311478.4617479	7255033.17945475	4287682.11541071	42626401.5042894	11427330.4072163
Compound2376	Fluoxymesterone	C20 H29 F O3	336.20903	21.301	135159373.001801	288210677.104473	77233086.2578712	219809423.137899	163785076.181423	378359293.139678	248847276.361964	154248670.608473	389458903.486404	163510496.0328	314470515.201856	155679779.209106	336187095.400388	481791891.164248	569539192.654949	275654096.68761	216764356.313487	279236157.777708	489067902.973369	187422315.563938	150725507.243655
Compound2379	Pregnanetriol	C21 H36 O3	336.2658	35.388	65928464.0558925	37341265.618137	37541594.5130673	11275616.4739487	10237505.8693913	6483540.91755416	4074355.24411382	1998766.22522019	2798685.47901448	6372468.34302647	3845295.30763126	6318316.7709154	2498025.86464981	3143344.44404914	25513657.396504	2723774.16527955	6807159.35896578	4324605.36935113	4879316.47801338	4465024.15117245	3052184.81452592
Compound2385	gamma-Glutamyl-S-(hydroxymethyl)cysteinylglycine	C11 H19 N3 O7 S	337.09381	6.163	4933375.99783157	128161123.850834	2765432.89592531	97906438.7147753	3786597.22339368	120823036.058153	11199194.726281	17974949.0692932	5215202.69113823	6249008.28710755	4911115.28091571	13169532.7404111	4957411.56483134	2586237.00344627	3674743.13430461	1480466.41829374	71791159.9980937	1819723.93632296	4996172.17808898	76871231.0958408	1097447.63473549
Compound2388	N1-Methyl-lysergic acid diethylamide	C21 H27 N3 O	337.21482	16.854	34018279.5604199	68591491.6545609	26339267.9618975	45462783.7987838	32182530.5293684	94552645.609906	47308869.3503989	98376441.138144	90708098.0406026	47882735.9178923	76227687.9928673	82189981.4540515	46998418.4224406	73241199.4038365	99651540.1836701	69729102.65378	64112028.6277044	63290524.6282022	60232760.9667541	91578611.1313606	107591198.450347
Compound2390	5-Hydroxy-3-tridecyl-5,6,7,7a-tetrahydro-1,2-benzoxazol-4(3aH)-one	C20 H35 N O3	337.26079	25.261	79630197.4601846	7796434.72213649	27927009.9835831	5005476.21660948	12898943.547638	13028969.644631	9462388.90601382	8890784.73852519	5316219.18778069	6363307.15604699	14036925.4379409	12714410.2999315	4552519.69455958	4250186.89269776	10665114.5440556	7192171.3898105	19529358.0164835	9095374.13452418	5226277.83891687	9693035.19097468	7339497.13670722
Compound2391	Erucamide	C22 H43 N O	337.3336	30.006	1986447039.99037	3098795241.48765	727454678.486102	1970038488.15624	1462889039.16078	1935958403.53403	2362743492.26885	198973540.410143	5423078870.3308	2666711400.24025	3670576223.12823	2638833017.70204	1669829630.63576	793616959.740458	753140231.789707	1332091197.4418	1154021647.32295	961195520.99967	1188240614.95546	1571182346.45304	1279148878.61304
Compound2401	MFCD01320532	C20 H37 N O3	339.27666	26.494	78143737.6614402	12392514.4030722	40040508.4149584	6207231.04891069	10305160.1466794	5276027.22163482	11261589.8378784	11580954.6395939	11866335.4420545	8968281.76318489	5691617.08104174	11603467.9222767	3351289.18729343	3395189.70871303	1627735.2201559	4320683.26970779	8162727.93791079	1815346.23006007	430062.722973374	3065796.53775346	904987.702165404
Compound2404	Docosanamide	C22 H45 N O	339.3494	34.439	55540349.0249237	209456533.779694	39872829.4486106	287649844.119262	108332144.031352	233034935.662496	159553489.621928	516318241.870199	229463846.243162	146822816.056795	188071386.865856	231631732.858491	177105422.614461	232694216.893418	252326430.658675	220054539.546327	35628756.0317993	130010572.833437	231133571.437248	278077340.490374	156162648.282058
Compound2405	Dinonylpentylamine	C23 H49 N	339.38586	26.487	594496149.299805	41195386.6922645	218274806.441278	38282150.4075878	878204943.952219	16541185.9893056	90098160.8156974	13918974.4564834	37379079.6300154	18654009.7533626	27718188.4590069	12727805.7486262	13267099.8175856	10434724.2978916	6723193.09453965	6588757.12992813	14446508.8767907	9659117.60644273	6704117.72888625	8578058.60468498	7864654.42800397
Compound2409	6408855	C20 H40 N2 O2	340.30841	19.162	7756861.34579815	158276040.858925	16776489.7546394	10903236.0143099	35814616.5759444	21605943.6787445	8219978.52994714	116371280.185678	110524280.933995	38949574.259295	44935671.9206396	75556539.7212433	16376512.9032654	72769348.2842859	11421379.3551701	13020471.1531638	3872591.15900935	51023538.4272378	9632447.42636447	4680589.08983807	4977254.69607583
Compound2412	Desfesoterodine	C22 H31 N O2	341.23451	16.087	8992640.01020196	27451782.2864736	9351918.81438138	20285857.869246	5093907.2911056	32645207.4523215	12909525.1160015	43869599.2854068	8546810.11498411	16193286.5214073	15503438.8540573	26426166.5666634	14238589.2697581	22851600.9880781	31394663.7337508	4647466.79918107	19712802.1303645	6444619.64130346	16498861.1985052	3861091.79426056	17354301.6842974
Compound2419	D-Maltose	C12 H22 O11	342.11664	3.823	3477287775.60506	6632213122.10994	2769077615.18104	6463601042.91067	2482905227.35695	6128840488.23518	167124937.120315	2032266138.47291	230434591.148854	3005022884.70847	381077799.613038	3087567853.21247	4671993386.15262	6684389796.08014	2330807502.67601	1283133370.30151	4123980922.0434	76268481.8818986	30774571.23052	4659480812.64006	6684269.19964335
Compound2423	N-[2-(1H-Indol-3-yl)ethyl]dodecanamide	C22 H34 N2 O	342.26653	19.675	2628890.3616159	40050813.4778325	6999492.48290501	26892091.3426568	7946497.11748906	56866958.1125906	4007618.83221538	39634784.5807278	21122133.4148023	21307610.7037335	16760736.5355096	36047573.0747627	26261643.2484126	44194346.0059488	32911802.4848038	11720561.5409702	5704623.6657522	9291451.90192861	17689845.9578311	3079747.87208364	4619941.87815452
Compound2424	Icosanedioic acid	C20 H38 O4	342.2771	28.424	82661946.8078445	162718854.116022	36055777.0260204	153015766.336603	15503777.7107874	111905597.619541	52959133.7768005	39187777.2452326	44792162.9272694	13995460.5727816	38754580.1224658	22944040.9065008	53566062.7462485	109860300.431891	68961950.0158531	25909846.343095	59839533.5117193	29195890.5750981	45287650.7174127	25341715.1981523	2102452.61655939
Compound2426	N,N'-Diheptyl-2-hydroxy-N,N'-dimethylmalonamide	C19 H38 N2 O3	342.28768	24.259	26385010.3511154	29823021.7828862	33912398.4744851	14383148.9396887	41735324.2399468	48908319.5606245	26315026.8038459	59675805.438673	65407153.8400481	54196020.8546757	56655192.3840067	76855038.9486113	14259554.0204231	51385464.2913738	26997444.9207563	55243542.0815831	41537418.4527402	48091543.3785057	59190371.7613727	58392999.781417	49962414.7640234
Compound2427	Methyl 2-hydroxy-3,7,11,15-tetramethylhexadecanoate	C21 H42 O3	342.3138	26.418	15610938.1294693	75225261.8066998	2085245.85207626	57813022.767651	3629035.90590136	38094922.3003158	6855864.67553513	5407316.29637793	9398669.56130129	6063746.37167598	9204510.21557616	3938608.26610944	28583622.6238907	50648105.0256447	37814854.8094674	11517911.9243169	39928255.0395464	2284006.44597066	1180898.93354518	31767713.6652537	4034873.16391117
Compound2429	CY1202650	C24 H28 N2	344.22476	16.362	18501328.0376543	80618650.576149	11025605.4005429	36165101.1982075	21291857.1986711	67706907.9427457	29900360.2188111	94279182.5242062	89829183.8166747	46388322.7033705	75674200.6242513	79174106.3977276	27439044.1651908	81291071.0922004	46878710.2830933	31829839.6651654	48456160.3271016	29162846.1749506	33387466.8675021	52158717.0301152	50797493.8505885
Compound2431	Cytidine 5'-monophosphate (hydrate)	C9 H14 N3 O8 P; C14 H14 F2 N O3 P S	345.03994	4.4	440134975.580273	786261642.819861	133617940.984189	913867972.695561	567534766.729833	926412899.654829	721407962.568559	1831222207.41718	297336263.326767	2725292673.26835	84217810.9136824	2428809508.4741	152384850.544806	62046506.7601555	211019917.415869	139942442.665575	1477804991.5837	843369046.042798	824897543.390859	1199628713.5185	728081440.57187
Compound2434	2-(2-Methyl-5-nitro-1H-imidazol-1-yl)-N'-[(Z)-(2-propoxyphenyl)methylene]acetohydrazide	C16 H19 N5 O4	345.14253	17.907	17896977.2507827	104792605.003426	2903371.65167251	110187389.338161	3501157.52972615	45800688.5326394	8829695.58402983	5268985.60404762	10969112.7585069	2792526.1943366	15498958.084972	4645648.83969311	33466037.1343612	66265853.9167974	86641114.5853407	19910250.501013	68726741.6871883	7687284.33623905	19899347.6487525	62295173.1483302	10599618.3220298
