"",f.value,p.value,-log10(p),FDR,Fisher's LSD
Compound3437,10.514,0.00051839,3.2853,0.0044858,PFOS_20mg - GenX_100mg; PFOS_5mg - GenX_100mg; PFOS_C - GenX_100mg; PFOS_20mg - GenX_10mg; PFOS_C - GenX_10mg; PFOS_20mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg; PFOS_C - PFOS_10mg
Compound2667,10.508,0.00051978,3.2842,0.0044858,PFOS_10mg - GenX_100mg; PFOS_5mg - GenX_100mg; PFOS_C - GenX_100mg; PFOS_C - GenX_10mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg; PFOS_C - PFOS_10mg; PFOS_C - PFOS_20mg
Compound1119,10.503,0.00052085,3.2833,0.0044858,PFOS_10mg - GenX_100mg; PFOS_20mg - GenX_100mg; PFOS_5mg - GenX_100mg; PFOS_C - GenX_100mg; PFOS_10mg - GenX_10mg; PFOS_5mg - GenX_10mg; PFOS_C - GenX_10mg; PFOS_10mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg
Compound192,10.501,0.00052122,3.283,0.0044858,PFOS_10mg - GenX_100mg; PFOS_20mg - GenX_100mg; PFOS_5mg - GenX_100mg; PFOS_C - GenX_100mg; PFOS_10mg - GenX_10mg; PFOS_20mg - GenX_10mg; PFOS_5mg - GenX_10mg; PFOS_C - GenX_10mg; PFOS_10mg - GenX_20mg; PFOS_20mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg
Compound56,10.486,0.00052456,3.2802,0.0044968,PFOS_10mg - GenX_100mg; PFOS_20mg - GenX_100mg; PFOS_5mg - GenX_100mg; PFOS_C - GenX_100mg; PFOS_20mg - GenX_10mg; PFOS_10mg - GenX_20mg; PFOS_20mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg
Compound1379,10.446,0.00053359,3.2728,0.0045504,PFOS_10mg - GenX_100mg; PFOS_20mg - GenX_100mg; PFOS_5mg - GenX_100mg; PFOS_C - GenX_100mg; PFOS_5mg - GenX_10mg; PFOS_10mg - GenX_20mg; PFOS_20mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg
Compound1357,10.432,0.00053674,3.2702,0.0045504,PFOS_20mg - GenX_100mg; PFOS_C - GenX_100mg; PFOS_20mg - GenX_10mg; PFOS_10mg - GenX_20mg; PFOS_20mg - GenX_20mg; PFOS_C - GenX_20mg; PFOS_20mg - PFOS_10mg; PFOS_20mg - PFOS_5mg; PFOS_20mg - PFOS_C
Compound867,10.428,0.00053776,3.2694,0.0045504,PFOS_10mg - GenX_100mg; PFOS_5mg - GenX_100mg; PFOS_10mg - GenX_10mg; PFOS_5mg - GenX_10mg; PFOS_10mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_10mg - PFOS_C; PFOS_5mg - PFOS_C
Compound882,10.422,0.00053913,3.2683,0.0045504,PFOS_10mg - GenX_100mg; PFOS_20mg - GenX_100mg; PFOS_5mg - GenX_100mg; PFOS_5mg - GenX_10mg; PFOS_10mg - GenX_20mg; PFOS_20mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg
Compound2351,10.331,0.00056032,3.2516,0.0047013,PFOS_10mg - GenX_100mg; PFOS_20mg - GenX_100mg; PFOS_5mg - GenX_100mg; PFOS_C - GenX_100mg; PFOS_10mg - GenX_10mg; PFOS_5mg - GenX_10mg; PFOS_C - GenX_10mg; PFOS_10mg - GenX_20mg; PFOS_20mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg
Compound2333,10.327,0.00056131,3.2508,0.0047013,PFOS_10mg - GenX_100mg; PFOS_5mg - GenX_100mg; PFOS_C - GenX_100mg; PFOS_10mg - GenX_10mg; PFOS_5mg - GenX_10mg; PFOS_C - GenX_10mg; PFOS_10mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg
Compound3511,10.316,0.00056399,3.2487,0.0047057,PFOS_5mg - GenX_100mg; PFOS_C - GenX_100mg; PFOS_5mg - GenX_10mg; PFOS_C - GenX_10mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg; PFOS_5mg - PFOS_20mg; PFOS_C - PFOS_20mg
Compound28,10.224,0.00058676,3.2315,0.0048771,PFOS_10mg - GenX_100mg; PFOS_20mg - GenX_100mg; PFOS_5mg - GenX_100mg; PFOS_C - GenX_100mg; PFOS_20mg - GenX_10mg; PFOS_10mg - GenX_20mg; PFOS_20mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg
Compound1541,10.167,0.00060143,3.2208,0.00498,PFOS_10mg - GenX_100mg; PFOS_20mg - GenX_100mg; PFOS_C - GenX_100mg; PFOS_10mg - GenX_10mg; PFOS_20mg - GenX_10mg; PFOS_C - GenX_10mg; PFOS_10mg - GenX_20mg; PFOS_20mg - GenX_20mg; PFOS_C - GenX_20mg
Compound2348,10.131,0.00061098,3.214,0.0050228,PFOS_10mg - GenX_100mg; PFOS_5mg - GenX_100mg; PFOS_C - GenX_100mg; PFOS_10mg - GenX_10mg; PFOS_5mg - GenX_10mg; PFOS_C - GenX_10mg; PFOS_10mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg; PFOS_10mg - PFOS_20mg; PFOS_5mg - PFOS_20mg; PFOS_C - PFOS_20mg
Compound426,10.13,0.00061119,3.2138,0.0050228,PFOS_10mg - GenX_100mg; PFOS_C - GenX_100mg; PFOS_C - GenX_10mg; PFOS_10mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg; PFOS_10mg - PFOS_20mg; PFOS_C - PFOS_20mg
Compound75,10.12,0.00061375,3.212,0.0050236,PFOS_10mg - GenX_100mg; PFOS_20mg - GenX_100mg; PFOS_5mg - GenX_100mg; PFOS_C - GenX_100mg; PFOS_20mg - GenX_10mg; PFOS_5mg - GenX_10mg; PFOS_10mg - GenX_20mg; PFOS_20mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg
Compound824,10.112,0.00061589,3.2105,0.0050236,PFOS_10mg - GenX_100mg; PFOS_20mg - GenX_100mg; PFOS_5mg - GenX_100mg; PFOS_C - GenX_100mg; PFOS_10mg - GenX_10mg; PFOS_5mg - GenX_10mg; PFOS_10mg - GenX_20mg; PFOS_20mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg
Compound2016,10.088,0.0006226,3.2058,0.0050595,PFOS_10mg - GenX_100mg; PFOS_5mg - GenX_100mg; PFOS_C - GenX_100mg; PFOS_10mg - GenX_10mg; PFOS_C - GenX_10mg; PFOS_10mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg; PFOS_10mg - PFOS_20mg
Compound1318,10.067,0.00062811,3.202,0.0050853,GenX_100mg - PFOS_10mg; GenX_100mg - PFOS_20mg; GenX_100mg - PFOS_5mg; GenX_10mg - PFOS_10mg; GenX_10mg - PFOS_20mg; GenX_10mg - PFOS_5mg; GenX_20mg - PFOS_10mg; GenX_20mg - PFOS_20mg; GenX_20mg - PFOS_5mg; PFOS_C - PFOS_5mg
Compound3350,10.051,0.0006326,3.1989,0.0051028,PFOS_10mg - GenX_100mg; PFOS_20mg - GenX_100mg; PFOS_5mg - GenX_100mg; PFOS_C - GenX_100mg; PFOS_20mg - GenX_10mg; PFOS_C - GenX_10mg; PFOS_20mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg; PFOS_C - PFOS_10mg
Compound1530,10.04,0.00063564,3.1968,0.0051085,PFOS_10mg - GenX_100mg; PFOS_20mg - GenX_100mg; PFOS_5mg - GenX_100mg; PFOS_C - GenX_100mg; PFOS_10mg - GenX_10mg; PFOS_10mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg
Compound2523,10.008,0.00064479,3.1906,0.005132,GenX_100mg - GenX_10mg; GenX_20mg - GenX_10mg; PFOS_10mg - GenX_10mg; PFOS_20mg - GenX_10mg; PFOS_5mg - GenX_10mg; PFOS_C - GenX_10mg
Compound2778,10.007,0.00064488,3.1905,0.005132,PFOS_C - GenX_100mg; PFOS_10mg - GenX_10mg; PFOS_5mg - GenX_10mg; PFOS_C - GenX_10mg; PFOS_10mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg; PFOS_C - PFOS_20mg
Compound1668,10.005,0.0006456,3.19,0.005132,PFOS_10mg - GenX_100mg; PFOS_5mg - GenX_100mg; PFOS_C - GenX_100mg; PFOS_5mg - GenX_10mg; PFOS_C - GenX_10mg; PFOS_10mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg; PFOS_5mg - PFOS_20mg; PFOS_C - PFOS_20mg
Compound3160,9.9906,0.00064962,3.1873,0.0051452,PFOS_5mg - GenX_100mg; PFOS_C - GenX_100mg; PFOS_5mg - GenX_10mg; PFOS_C - GenX_10mg; PFOS_10mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg; PFOS_5mg - PFOS_20mg
Compound618,9.9413,0.00066388,3.1779,0.0052391,PFOS_10mg - GenX_100mg; PFOS_5mg - GenX_100mg; PFOS_C - GenX_100mg; PFOS_C - GenX_10mg; PFOS_10mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg
Compound2169,9.9219,0.00066959,3.1742,0.0052652,PFOS_10mg - GenX_100mg; PFOS_5mg - GenX_100mg; PFOS_C - GenX_100mg; PFOS_C - GenX_10mg; PFOS_10mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg
Compound386,9.8817,0.00068164,3.1664,0.0053408,PFOS_10mg - GenX_100mg; GenX_10mg - GenX_20mg; PFOS_10mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg; PFOS_10mg - PFOS_20mg; PFOS_5mg - PFOS_20mg; PFOS_C - PFOS_20mg
Compound310,9.8578,0.0006889,3.1618,0.0053783,PFOS_20mg - GenX_100mg; PFOS_C - GenX_100mg; PFOS_10mg - GenX_10mg; PFOS_20mg - GenX_10mg; PFOS_C - GenX_10mg; PFOS_20mg - GenX_20mg; PFOS_C - GenX_20mg; PFOS_C - PFOS_5mg
Compound2521,9.827,0.00069842,3.1559,0.0054332,PFOS_10mg - GenX_100mg; PFOS_20mg - GenX_100mg; PFOS_5mg - GenX_100mg; PFOS_10mg - GenX_10mg; PFOS_20mg - GenX_10mg; PFOS_5mg - GenX_10mg; PFOS_C - GenX_10mg; PFOS_10mg - GenX_20mg; PFOS_20mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg
Compound1511,9.8017,0.00070634,3.151,0.0054754,PFOS_10mg - GenX_100mg; PFOS_20mg - GenX_100mg; PFOS_5mg - GenX_100mg; PFOS_C - GenX_100mg; PFOS_10mg - GenX_10mg; PFOS_20mg - GenX_10mg; PFOS_5mg - GenX_10mg; PFOS_C - GenX_10mg; PFOS_10mg - GenX_20mg; PFOS_20mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg
Compound1281,9.7627,0.00071876,3.1434,0.005552,PFOS_10mg - GenX_100mg; PFOS_5mg - GenX_100mg; PFOS_C - GenX_100mg; PFOS_5mg - GenX_10mg; PFOS_C - GenX_10mg; PFOS_10mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg; PFOS_5mg - PFOS_20mg; PFOS_C - PFOS_20mg
Compound1036,9.7264,0.00073055,3.1364,0.0056232,PFOS_10mg - GenX_100mg; PFOS_5mg - GenX_100mg; PFOS_C - GenX_100mg; PFOS_10mg - GenX_10mg; PFOS_20mg - GenX_10mg; PFOS_5mg - GenX_10mg; PFOS_C - GenX_10mg; PFOS_10mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg
Compound515,9.6875,0.00074345,3.1287,0.0056961,PFOS_10mg - GenX_100mg; PFOS_20mg - GenX_100mg; PFOS_5mg - GenX_100mg; PFOS_C - GenX_100mg; PFOS_5mg - GenX_10mg; PFOS_C - GenX_10mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg
Compound2238,9.6811,0.0007456,3.1275,0.0056961,PFOS_5mg - GenX_100mg; PFOS_C - GenX_100mg; PFOS_10mg - GenX_10mg; PFOS_5mg - GenX_10mg; PFOS_C - GenX_10mg; PFOS_C - GenX_20mg; PFOS_C - PFOS_20mg
Compound1009,9.6744,0.00074785,3.1262,0.0056961,PFOS_10mg - GenX_100mg; PFOS_20mg - GenX_100mg; PFOS_5mg - GenX_100mg; PFOS_C - GenX_100mg; PFOS_10mg - GenX_10mg; PFOS_20mg - GenX_10mg; PFOS_5mg - GenX_10mg; PFOS_C - GenX_10mg; PFOS_10mg - GenX_20mg; PFOS_20mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg
Compound348,9.6666,0.00075048,3.1247,0.0056964,PFOS_10mg - GenX_100mg; PFOS_5mg - GenX_100mg; PFOS_C - GenX_100mg; PFOS_10mg - GenX_10mg; PFOS_C - GenX_10mg; PFOS_10mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg; PFOS_10mg - PFOS_20mg; PFOS_C - PFOS_20mg
Compound2897,9.6499,0.00075617,3.1214,0.0057197,PFOS_10mg - GenX_100mg; PFOS_5mg - GenX_100mg; PFOS_C - GenX_100mg; PFOS_10mg - GenX_10mg; PFOS_5mg - GenX_10mg; PFOS_C - GenX_10mg; PFOS_10mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg
Compound299,9.6257,0.00076449,3.1166,0.0057627,PFOS_10mg - GenX_100mg; PFOS_5mg - GenX_100mg; PFOS_C - GenX_100mg; PFOS_10mg - GenX_10mg; PFOS_5mg - GenX_10mg; PFOS_C - GenX_10mg; PFOS_10mg - GenX_20mg; PFOS_20mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg
Compound519,9.5711,0.00078365,3.1059,0.0058868,PFOS_10mg - GenX_100mg; PFOS_20mg - GenX_100mg; PFOS_5mg - GenX_100mg; PFOS_C - GenX_100mg; PFOS_10mg - GenX_10mg; PFOS_20mg - GenX_10mg; PFOS_5mg - GenX_10mg; PFOS_C - GenX_10mg; PFOS_10mg - GenX_20mg; PFOS_20mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg
Compound861,9.5566,0.00078886,3.103,0.0059057,PFOS_10mg - GenX_10mg; PFOS_20mg - GenX_10mg; PFOS_5mg - GenX_10mg; PFOS_C - GenX_10mg; PFOS_10mg - GenX_20mg; PFOS_20mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg
Compound584,9.541,0.00079447,3.0999,0.0059273,PFOS_10mg - GenX_100mg; PFOS_20mg - GenX_100mg; PFOS_5mg - GenX_100mg; PFOS_20mg - GenX_10mg; PFOS_5mg - GenX_10mg; PFOS_10mg - GenX_20mg; PFOS_20mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_5mg - PFOS_C
Compound560,9.4599,0.00082451,3.0838,0.0061115,PFOS_10mg - GenX_100mg; PFOS_5mg - GenX_100mg; PFOS_C - GenX_100mg; PFOS_10mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg; PFOS_10mg - PFOS_20mg; PFOS_5mg - PFOS_20mg; PFOS_C - PFOS_20mg
Compound3378,9.4593,0.00082474,3.0837,0.0061115,PFOS_10mg - GenX_100mg; PFOS_20mg - GenX_100mg; PFOS_5mg - GenX_100mg; PFOS_C - GenX_100mg; PFOS_C - GenX_10mg; PFOS_20mg - GenX_20mg; PFOS_C - GenX_20mg; PFOS_C - PFOS_10mg
Compound1081,9.4064,0.00084504,3.0731,0.0062254,PFOS_10mg - GenX_100mg; PFOS_20mg - GenX_100mg; PFOS_5mg - GenX_100mg; PFOS_C - GenX_100mg; PFOS_5mg - GenX_10mg; PFOS_10mg - GenX_20mg; PFOS_20mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg
Compound2298,9.3929,0.00085032,3.0704,0.0062254,PFOS_10mg - GenX_100mg; PFOS_5mg - GenX_100mg; PFOS_5mg - GenX_10mg; PFOS_10mg - GenX_20mg; PFOS_20mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg; PFOS_5mg - PFOS_20mg
Compound1177,9.3904,0.00085129,3.0699,0.0062254,PFOS_10mg - GenX_100mg; PFOS_5mg - GenX_100mg; PFOS_C - GenX_100mg; PFOS_10mg - GenX_10mg; PFOS_5mg - GenX_10mg; PFOS_C - GenX_10mg; PFOS_10mg - GenX_20mg; PFOS_20mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg
Compound1260,9.3899,0.00085151,3.0698,0.0062254,GenX_100mg - PFOS_10mg; GenX_100mg - PFOS_20mg; GenX_100mg - PFOS_5mg; GenX_10mg - PFOS_10mg; GenX_10mg - PFOS_20mg; GenX_10mg - PFOS_5mg; GenX_10mg - PFOS_C; GenX_20mg - PFOS_10mg; GenX_20mg - PFOS_20mg; GenX_20mg - PFOS_5mg
Compound834,9.3761,0.00085693,3.0671,0.0062302,PFOS_10mg - GenX_100mg; PFOS_20mg - GenX_100mg; PFOS_5mg - GenX_100mg; PFOS_C - GenX_100mg; PFOS_5mg - GenX_10mg; PFOS_10mg - GenX_20mg; PFOS_20mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg
Compound2993,9.3738,0.00085786,3.0666,0.0062302,PFOS_10mg - GenX_100mg; PFOS_5mg - GenX_100mg; PFOS_C - GenX_100mg; PFOS_C - GenX_10mg; PFOS_10mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg; PFOS_5mg - PFOS_20mg; PFOS_C - PFOS_20mg
Compound734,9.3646,0.0008615,3.0647,0.0062359,PFOS_10mg - GenX_100mg; PFOS_20mg - GenX_100mg; PFOS_5mg - GenX_100mg; PFOS_C - GenX_100mg; PFOS_20mg - GenX_10mg; PFOS_5mg - GenX_10mg; PFOS_C - GenX_10mg; PFOS_20mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg
Compound551,9.3451,0.00086931,3.0608,0.0062639,PFOS_20mg - GenX_100mg; PFOS_5mg - GenX_100mg; PFOS_C - GenX_100mg; PFOS_20mg - GenX_10mg; PFOS_10mg - GenX_20mg; PFOS_20mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg
Compound3362,9.3407,0.0008711,3.0599,0.0062639,PFOS_10mg - GenX_100mg; PFOS_20mg - GenX_100mg; PFOS_5mg - GenX_100mg; PFOS_C - GenX_100mg; PFOS_10mg - GenX_10mg; PFOS_10mg - GenX_20mg; PFOS_20mg - GenX_20mg; PFOS_5mg - GenX_20mg
Compound712,9.3063,0.00088511,3.053,0.0063438,PFOS_10mg - GenX_100mg; PFOS_5mg - GenX_100mg; PFOS_C - GenX_100mg; PFOS_5mg - GenX_10mg; PFOS_C - GenX_10mg; PFOS_10mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg
Compound2487,9.295,0.00088981,3.0507,0.0063566,PFOS_10mg - GenX_100mg; PFOS_5mg - GenX_100mg; PFOS_C - GenX_100mg; PFOS_10mg - GenX_10mg; PFOS_5mg - GenX_10mg; PFOS_C - GenX_10mg; PFOS_10mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg
Compound672,9.2828,0.00089487,3.0482,0.0063593,PFOS_10mg - GenX_100mg; PFOS_20mg - GenX_100mg; PFOS_5mg - GenX_100mg; PFOS_C - GenX_100mg; PFOS_20mg - GenX_10mg; PFOS_5mg - GenX_10mg; PFOS_10mg - GenX_20mg; PFOS_20mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg
Compound308,9.28,0.00089601,3.0477,0.0063593,PFOS_10mg - GenX_100mg; PFOS_20mg - GenX_100mg; PFOS_5mg - GenX_100mg; PFOS_C - GenX_100mg; PFOS_10mg - GenX_10mg; PFOS_20mg - GenX_10mg; PFOS_5mg - GenX_10mg; PFOS_C - GenX_10mg; PFOS_10mg - GenX_20mg; PFOS_20mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg
Compound512,9.2665,0.00090169,3.0449,0.0063632,PFOS_10mg - GenX_100mg; PFOS_20mg - GenX_100mg; PFOS_5mg - GenX_100mg; PFOS_C - GenX_100mg; PFOS_5mg - GenX_10mg; PFOS_10mg - GenX_20mg; PFOS_20mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg
Compound2869,9.2648,0.00090238,3.0446,0.0063632,PFOS_10mg - GenX_100mg; PFOS_5mg - GenX_100mg; PFOS_C - GenX_100mg; PFOS_10mg - GenX_10mg; PFOS_5mg - GenX_10mg; PFOS_C - GenX_10mg; PFOS_10mg - GenX_20mg; PFOS_C - GenX_20mg
Compound3213,9.2296,0.00091734,3.0375,0.0064297,PFOS_10mg - GenX_100mg; PFOS_10mg - GenX_10mg; PFOS_20mg - GenX_10mg; PFOS_5mg - GenX_10mg; PFOS_C - GenX_10mg; PFOS_10mg - GenX_20mg; PFOS_C - GenX_20mg
Compound1988,9.2288,0.00091769,3.0373,0.0064297,PFOS_10mg - GenX_100mg; PFOS_5mg - GenX_100mg; PFOS_C - GenX_100mg; PFOS_10mg - GenX_10mg; PFOS_5mg - GenX_10mg; PFOS_C - GenX_10mg; PFOS_10mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg
Compound3287,9.1978,0.00093113,3.031,0.006503,PFOS_10mg - GenX_100mg; PFOS_5mg - GenX_100mg; GenX_10mg - PFOS_C; PFOS_10mg - GenX_20mg; PFOS_20mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_10mg - PFOS_C; PFOS_20mg - PFOS_C; PFOS_5mg - PFOS_C
Compound3629,9.1818,0.00093816,3.0277,0.0065312,PFOS_10mg - GenX_100mg; PFOS_C - GenX_100mg; PFOS_C - GenX_10mg; PFOS_10mg - GenX_20mg; PFOS_C - GenX_20mg; PFOS_C - PFOS_20mg
Compound516,9.1503,0.00095214,3.0213,0.0066076,PFOS_10mg - GenX_100mg; PFOS_5mg - GenX_100mg; PFOS_10mg - GenX_10mg; PFOS_5mg - GenX_10mg; PFOS_10mg - GenX_20mg; PFOS_20mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg
Compound452,9.1435,0.00095518,3.0199,0.0066077,PFOS_10mg - GenX_100mg; PFOS_20mg - GenX_100mg; PFOS_5mg - GenX_100mg; PFOS_C - GenX_100mg; PFOS_20mg - GenX_10mg; PFOS_C - GenX_10mg; PFOS_20mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg
Compound809,9.1342,0.00095942,3.018,0.006616,PFOS_10mg - GenX_100mg; PFOS_20mg - GenX_100mg; PFOS_5mg - GenX_100mg; PFOS_C - GenX_100mg; PFOS_10mg - GenX_10mg; PFOS_20mg - GenX_10mg; PFOS_5mg - GenX_10mg; PFOS_C - GenX_10mg; PFOS_10mg - GenX_20mg; PFOS_20mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg
Compound1657,9.0842,0.00098234,3.0077,0.0067528,PFOS_10mg - GenX_100mg; PFOS_20mg - GenX_100mg; PFOS_5mg - GenX_100mg; PFOS_C - GenX_100mg; PFOS_10mg - GenX_20mg; PFOS_20mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg
Compound3042,9.0539,0.00099656,3.0015,0.0068291,PFOS_10mg - GenX_100mg; PFOS_20mg - GenX_100mg; PFOS_5mg - GenX_100mg; PFOS_C - GenX_100mg; PFOS_10mg - GenX_10mg; PFOS_10mg - GenX_20mg; PFOS_20mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg
Compound278,9.012,0.0010166,2.9928,0.0069448,PFOS_10mg - GenX_100mg; PFOS_5mg - GenX_100mg; PFOS_10mg - GenX_10mg; PFOS_5mg - GenX_10mg; PFOS_10mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_5mg - PFOS_C
Compound118,8.9269,0.0010588,2.9752,0.0072107,PFOS_10mg - GenX_100mg; PFOS_20mg - GenX_100mg; PFOS_5mg - GenX_100mg; PFOS_C - GenX_100mg; PFOS_20mg - GenX_10mg; PFOS_10mg - GenX_20mg; PFOS_20mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg
Compound3181,8.8946,0.0010754,2.9684,0.0073008,GenX_100mg - PFOS_10mg; GenX_100mg - PFOS_20mg; GenX_100mg - PFOS_5mg; GenX_100mg - PFOS_C; GenX_10mg - PFOS_10mg; GenX_10mg - PFOS_5mg; GenX_20mg - PFOS_10mg; GenX_20mg - PFOS_5mg
Compound1073,8.8735,0.0010864,2.964,0.0073524,PFOS_10mg - GenX_100mg; PFOS_5mg - GenX_100mg; PFOS_10mg - GenX_10mg; PFOS_5mg - GenX_10mg; PFOS_10mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_10mg - PFOS_20mg; PFOS_10mg - PFOS_C; PFOS_5mg - PFOS_20mg
Compound1500,8.8535,0.001097,2.9598,0.007401,PFOS_5mg - GenX_100mg; PFOS_C - GenX_100mg; PFOS_10mg - GenX_10mg; PFOS_20mg - GenX_10mg; PFOS_5mg - GenX_10mg; PFOS_C - GenX_10mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg
Compound3182,8.8178,0.001116,2.9523,0.0075067,PFOS_10mg - GenX_100mg; PFOS_20mg - GenX_100mg; PFOS_5mg - GenX_100mg; PFOS_C - GenX_100mg; PFOS_10mg - GenX_10mg; PFOS_5mg - GenX_10mg; PFOS_C - GenX_10mg; PFOS_10mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg
Compound3163,8.7957,0.0011281,2.9477,0.0075643,PFOS_10mg - GenX_100mg; PFOS_20mg - GenX_100mg; PFOS_5mg - GenX_100mg; PFOS_C - GenX_100mg; PFOS_5mg - GenX_10mg
Compound457,8.7786,0.0011375,2.9441,0.0076042,PFOS_10mg - GenX_100mg; PFOS_5mg - GenX_100mg; PFOS_C - GenX_100mg; PFOS_10mg - GenX_10mg; PFOS_10mg - GenX_20mg; PFOS_20mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg
Compound3077,8.7621,0.0011466,2.9406,0.0076138,PFOS_10mg - GenX_100mg; PFOS_20mg - GenX_100mg; PFOS_5mg - GenX_100mg; PFOS_C - GenX_100mg; PFOS_10mg - GenX_10mg; PFOS_20mg - GenX_10mg; PFOS_C - GenX_10mg; PFOS_10mg - GenX_20mg; PFOS_20mg - GenX_20mg; PFOS_C - GenX_20mg
Compound752,8.7588,0.0011485,2.9399,0.0076138,PFOS_10mg - GenX_100mg; PFOS_5mg - GenX_100mg; PFOS_C - GenX_100mg; PFOS_10mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg
Compound1488,8.7572,0.0011494,2.9395,0.0076138,PFOS_10mg - GenX_100mg; PFOS_5mg - GenX_100mg; PFOS_C - GenX_100mg; PFOS_10mg - GenX_10mg; PFOS_5mg - GenX_10mg; PFOS_C - GenX_10mg; PFOS_10mg - GenX_20mg; PFOS_20mg - GenX_20mg; PFOS_5mg - GenX_20mg; PFOS_C - GenX_20mg
